,Model,Label,location,energyscore,it
286,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.55252047862297,47
287,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.22919197486875,47
288,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.98692586803692,48
289,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.41553048146743,48
290,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.41329600592812,48
291,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.45146115122071,48
292,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.54266665751706,48
293,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.11606540213151,48
294,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.881069840151,49
295,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.45632494734026,49
296,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.2251967015767,49
297,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.31339987741597,49
298,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.59105260584633,49
299,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.21376894753827,49
300,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.08677911332232,50
301,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.37017886958948,50
302,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.34919704888827,50
303,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.4303084947844,50
304,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.60390166816349,50
305,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.20954062082431,50
306,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.96141262951123,51
307,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.49997468632155,51
308,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.38595799499267,51
309,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.3120182991208,51
310,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.47352820736961,51
311,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.21779498754731,51
312,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.96580620763773,52
313,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.46985119266687,52
314,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.30096992065383,52
315,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.36548802826462,52
316,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.50861231837679,52
317,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.15967234341895,52
318,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.93632034422765,53
319,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.52747968141165,53
320,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.27838026961598,53
321,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.4120074138317,53
322,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51363471405357,53
323,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.2655555336823,53
324,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.89651418912112,54
325,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.47616288676763,54
326,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.33124932558874,54
327,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.40002915719147,54
328,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.56712755616333,54
329,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.16967644382174,54
330,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.05351321270328,55
331,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.44569382695126,55
332,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.1864251563611,55
333,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.41486376367241,55
334,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51439951778531,55
335,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.17346346680574,55
336,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.95980645311873,56
337,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.51533294262839,56
338,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.19405439932103,56
339,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.3954662807778,56
340,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51869280206346,56
341,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.29572965327412,56
342,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.91976079340814,57
343,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.4665397517946,57
344,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.30190232633173,57
345,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.4556322953175,57
346,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.54173509196553,57
347,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.21300382045729,57
348,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.98633002130637,58
349,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.41210970174426,58
350,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.32544881020024,58
351,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.39146976202828,58
352,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.59382210195437,58
353,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.16967422917341,58
354,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.98952092279957,59
355,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.45442814538802,59
356,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.27980061091999,59
